jaw_width,face_height,cheekbone_width,chin_angle,label
0.8515242304962908,1.0,0.834787865743759,1.2844900968497834,Heart
1.2086667983334565,1.0,1.190767230772517,1.61266328708146,Heart
1.020760487633911,1.0,1.0004926366069855,1.4687989374755668,Heart
1.1199351737730638,1.0,1.0932382399158809,1.6086849527190277,Heart
1.1360034209540972,1.0,1.1109639968233342,1.5293350369834569,Heart
0.9532891954337269,1.0,0.9337412599573695,1.3394481887577077,Heart
1.1283597373599625,1.0,1.0990250339345358,1.530694417511571,Heart
0.9137618566588799,1.0,0.8993121938675445,1.3175137423704881,Heart
1.1858574099687575,1.0,1.161357989521229,1.5487010238821524,Heart
0.9453407681769458,1.0,0.9372724502673804,1.4021860921428146,Heart
1.269593873912169,1.0,1.2543032784274584,1.6900031647334715,Heart
0.9638190722798056,1.0,0.9497064512321202,1.4054021562189103,Heart
1.0789544384939755,1.0,1.0559408840769744,1.4565488310500345,Heart
1.2899887437528774,1.0,1.2633222315956334,1.6841074263743392,Heart
1.096189838479958,1.0,1.0792372285927794,1.4917785986424585,Heart
1.2078171969594975,1.0,1.1810893778288185,1.6361801689331616,Heart
0.8392608828425032,1.0,0.8234837659820529,1.2715936596501751,Heart
0.8752734037535101,1.0,0.8589149675217327,1.277218437678964,Heart
1.048248864418622,1.0,1.0255744049396105,1.375049375956755,Heart
0.9593171514308498,1.0,0.939161919106694,1.3395420299013934,Heart
1.0098785975155569,1.0,0.9861553563053918,1.4084856346513968,Heart
1.0372564322692661,1.0,1.0191573862489753,1.4753796665881864,Heart
1.188917521608677,1.0,1.172078549977577,1.5907322717550194,Heart
1.1729728313672672,1.0,1.148670595062645,1.5396461836091855,Heart
0.9457629063336471,1.0,0.9216531221289667,1.3306953849119076,Heart
1.160242423227936,1.0,1.1385018338675466,1.571641594455432,Heart
1.1461638670501106,1.0,1.1199139249701162,1.5579841660180103,Heart
1.21669381902631,1.0,1.1970743977346996,1.6145877015378074,Heart
1.0827924678971772,1.0,1.0592090950195825,1.4972821149356028,Heart
1.1573328193165007,1.0,1.1298321929472734,1.5051411898931395,Heart
1.0059069768081974,1.0,0.987334680932485,1.405661920317343,Heart
1.105332814640623,1.0,1.081883723694319,1.5093897423867215,Heart
1.277441448042382,1.0,1.2575927319888274,1.5813987093133386,Heart
1.1648246571555854,1.0,1.1372299400520047,1.5723285537797866,Heart
1.0449064215197936,1.0,1.0202669840616339,1.412037856774011,Heart
1.154518288615079,1.0,1.1309362984714326,1.5771924609452193,Heart
1.0757083762155322,1.0,1.0620196589734001,1.52141789700535,Heart
1.0242682555781442,1.0,1.0008542459133793,1.4073227483493629,Heart
0.8535917089748817,1.0,0.8450138473406867,1.3076038092011375,Heart
1.2265590846675256,1.0,1.2098069934464928,1.58316117075906,Heart
0.948236557061372,1.0,0.9314840063341228,1.3514925541381797,Heart
1.1005567814689858,1.0,1.0684889750407809,1.5573746314490544,Heart
0.887363048779134,1.0,0.8727059255715759,1.3459003684997606,Heart
0.8729091627600599,1.0,0.859753134871752,1.3137264376067144,Heart
1.0993506923729344,1.0,1.0751484371947126,1.4456843681887757,Heart
1.0841298031890356,1.0,1.065379585465072,1.45968587693117,Heart
1.1753987509465023,1.0,1.1645498503516014,1.5540920218330019,Heart
1.2473444994175165,1.0,1.222140200711342,1.6385286364551686,Heart
1.2490012941205042,1.0,1.2304647243093387,1.6876524994317545,Heart
0.8278068617925853,1.0,0.8135124296791204,1.2327120629191939,Heart
1.0051638856791993,1.0,0.9898067927384868,1.4244335827872552,Heart
1.1512305470864406,1.0,1.1321509886834695,1.545211023330412,Heart
1.080295596720364,1.0,1.0509251902016945,1.5120144841230354,Heart
1.3339942200162986,1.0,1.3016105650374015,1.757644669529251,Heart
0.8351132642600382,1.0,0.8135897039107292,1.2569362562704138,Heart
1.3170078450325613,1.0,1.2871481573699535,1.717656135794031,Heart
1.2303292545676277,1.0,1.2114943020438513,1.588913392387498,Heart
1.1227738273847265,1.0,1.0982805258476402,1.5651933495494257,Heart
1.1508123332904676,1.0,1.123965782248083,1.5686838386505055,Heart
1.1126935689638802,1.0,1.086988207106136,1.4654097208219476,Heart
0.6297877609389664,1.0,0.6179810679904151,0.9142731026520298,Heart
1.1365792642390329,1.0,1.1103288051275173,1.5214565643730908,Heart
1.095955358088503,1.0,1.0794384657324412,1.4412523974790687,Heart
1.3392146747739042,1.0,1.3118033284932133,1.6534956544635784,Heart
1.0090066901669943,1.0,0.9878196153994373,1.4586705684415724,Heart
1.0375531670051437,1.0,1.009592282304448,1.4469406897306518,Heart
1.3024945854323353,1.0,1.2689037281439468,1.6684204676154972,Heart
1.0888273262914119,1.0,1.0593171513322432,1.4149317462157969,Heart
0.8435260790638305,1.0,0.8210910360065541,1.2493273196754142,Heart
0.8436253334440488,1.0,0.826759420131685,1.305945950353071,Heart
0.9945058857987067,1.0,0.9825387877247749,1.4080723843080234,Heart
1.0153402739002797,1.0,1.003359007198727,1.4446709393768276,Heart
1.1618833893228737,1.0,1.1395080266732829,1.5514362856603472,Heart
1.284864031196221,1.0,1.2600809114353815,1.613423723877929,Heart
1.2734141527109706,1.0,1.2452013665289146,1.6398713873929665,Heart
1.0764968311493195,1.0,1.0531392714178953,1.4781419650034335,Heart
0.9765874800809708,1.0,0.9595876368071831,1.4787845561725115,Heart
0.9333126115672755,1.0,0.9083128944047116,1.26130555992271,Heart
1.1905695949488284,1.0,1.168388369643203,1.6406682544055171,Heart
0.920373377300342,1.0,0.8946622012979522,1.3081348575473941,Heart
0.8372183483640233,1.0,0.8156331935738321,1.2259289576297823,Heart
1.228156998904144,1.0,1.2047058186734285,1.6487134973291646,Heart
1.1151834815923785,1.0,1.0854709660411117,1.4603356686846622,Heart
1.1989655195534148,1.0,1.1796062851028963,1.6061334128709432,Heart
1.1212211804393124,1.0,1.0974611177062936,1.4834817487822956,Heart
1.1203005063955112,1.0,1.1009643579499657,1.6343880860591222,Heart
1.0757821689421685,1.0,1.061344726819531,1.5389701855620725,Heart
1.1119890238548962,1.0,1.07787150234695,1.41751603933366,Heart
0.8905009833084343,1.0,0.8739393491256786,1.3466971429129624,Heart
1.2371988649689039,1.0,1.2016642022245014,1.5583054367028248,Heart
1.18035433160551,1.0,1.1538403654244227,1.5638624004567423,Heart
1.1122016691884673,1.0,1.0912922980854511,1.5089738728857414,Heart
1.2753731209343293,1.0,1.2581555703072913,1.6777699104597457,Heart
0.9128065320924397,1.0,0.8913146935331117,1.323066773469807,Heart
0.9638672853444238,1.0,0.9487933793196276,1.374989734449803,Heart
0.987607186733071,1.0,0.9665947301198075,1.4010927898158692,Heart
1.3273687210801308,1.0,1.3082917274868637,1.714619191107173,Heart
1.2950874734264983,1.0,1.2596483768398263,1.6275348633110054,Heart
1.056237823574131,1.0,1.0397646264543112,1.5182054537673646,Heart
1.1992452395544482,1.0,1.1833218743708185,1.6109050766350508,Heart
1.2478995871663237,1.0,1.2225690631247161,1.6830830962734105,Heart
0.8585591125016246,1.0,0.83715341450177,1.2417775831813622,Heart
0.9495668166487069,1.0,0.9327921200134138,1.363784645641384,Heart
1.1209095634344073,1.0,1.0975678389968089,1.4960810949300332,Heart
1.2241288279224578,1.0,1.1940343751005278,1.584083538861029,Heart
1.0349669553393437,1.0,1.0109958754707393,1.417219548763767,Heart
1.152143640372331,1.0,1.1293762990921186,1.5674586846144685,Heart
1.0997746827226553,1.0,1.0778995673941354,1.5590342388925305,Heart
1.111387740544241,1.0,1.094194856456553,1.53057291156555,Heart
1.3337665187589747,1.0,1.3055703040170712,1.7005683831133813,Heart
1.271016993149428,1.0,1.2410231659040782,1.5861029143713152,Heart
1.1989309319255244,1.0,1.1821272265822504,1.5356369570428299,Heart
1.0250965741801128,1.0,1.009209912077733,1.408860844553855,Heart
1.1556135218858081,1.0,1.1238355903730193,1.4755285486190386,Heart
1.234442266064789,1.0,1.2148659529057504,1.5414475635042284,Heart
1.137524324105789,1.0,1.1107381547867947,1.5545493512201367,Heart
1.1431500264925751,1.0,1.11959103090872,1.542293637791275,Heart
1.2364890537713693,1.0,1.20951091590715,1.667364183923443,Heart
1.227506961856843,1.0,1.2082668407898751,1.5980836785404597,Heart
1.1641509526825486,1.0,1.144246980266802,1.5278027425614928,Heart
1.1537743241328586,1.0,1.1292939842085217,1.4871643561276269,Heart
1.0647690295425738,1.0,1.0474934099701783,1.5169097213225495,Heart
1.2290440366683517,1.0,1.1959823677189767,1.6026665146067989,Heart
1.1712317436126594,1.0,1.1535645821096046,1.570229996062939,Heart
1.0907766086506712,1.0,1.0654569000757836,1.4752573689270068,Heart
1.3141006074973656,1.0,1.2877830528960743,1.6923209247033038,Heart
1.2490205005446788,1.0,1.224091912730094,1.592203864186824,Heart
1.1400125577937765,1.0,1.1178191189354196,1.550573512468186,Heart
1.2732144308679068,1.0,1.2444686397302205,1.6170254462541915,Heart
0.8472559149891797,1.0,0.8334469930517079,1.2956024928485474,Heart
1.1358447756826162,1.0,1.1145526275200417,1.5120246578716383,Heart
0.9462672263069013,1.0,0.9267823429626622,1.3511202355571013,Heart
1.2072892481911166,1.0,1.1811306791697305,1.6367618321873814,Heart
1.2343950388128808,1.0,1.2113620763656545,1.600765133154614,Heart
1.1302925207823102,1.0,1.114950099714416,1.5130849367509576,Heart
1.070124173393016,1.0,1.0501575876217721,1.5474342474991816,Heart
1.0873170990250287,1.0,1.0649266919366662,1.499429209875291,Oblong
0.8245304837509971,1.0,0.8147499595670203,1.2469374180899109,Oblong
1.2204820673887078,1.0,1.200867205458201,1.6874337562993478,Oblong
1.0315773177912648,1.0,1.0158650201265427,1.477163060329571,Oblong
1.0950479044004704,1.0,1.0671714757163524,1.4432792939275332,Oblong
1.0852800808100291,1.0,1.06676697458284,1.414261421753185,Oblong
0.9828402520068368,1.0,0.9628952919991466,1.4045950535361573,Oblong
0.9230108401868292,1.0,0.9078693624384891,1.2976408158341715,Oblong
1.0353054284163379,1.0,1.0196472659793079,1.4059565281823496,Oblong
0.6228366819548983,1.0,0.61779236390267,0.9528463149544254,Oblong
1.0123874980379544,1.0,0.9914424133286437,1.3928177035235207,Oblong
1.1316700832951834,1.0,1.1144775347611988,1.5699469256528686,Oblong
1.2219072145288976,1.0,1.1938465990497664,1.5997097655983494,Oblong
1.1308551528738564,1.0,1.1134011008584384,1.5381286202289413,Oblong
1.110121715176296,1.0,1.0871578297612863,1.531350988561413,Oblong
0.9965174821567384,1.0,0.9846801036881345,1.3532690488004808,Oblong
1.1403044794360744,1.0,1.1191926665288758,1.547784834773827,Oblong
0.7958134711767213,1.0,0.785721934777674,1.1654641255519749,Oblong
1.0791110982116365,1.0,1.055891723125274,1.492594740140945,Oblong
1.0975638106090975,1.0,1.0833437059095299,1.496527894484522,Oblong
1.1123383348920879,1.0,1.0879090255880517,1.5803939090253374,Oblong
1.0086016222802934,1.0,0.9948249192058469,1.4515064913176436,Oblong
0.8564611077639012,1.0,0.8431182972268836,1.2717251752295649,Oblong
1.0370305331247238,1.0,1.0193789262638515,1.4475627448100905,Oblong
0.7662539133105083,1.0,0.7499645225590869,1.0862009813600113,Oblong
0.9222921207872061,1.0,0.9111255104466119,1.3349571481369347,Oblong
1.1186429332399186,1.0,1.1015552406136577,1.5240342681633539,Oblong
1.338979560088756,1.0,1.3107157661252418,1.658453248489042,Oblong
1.065039597522959,1.0,1.04957634168967,1.4745568220472685,Oblong
1.0755175489763307,1.0,1.0565981172588679,1.4952010827064168,Oblong
0.8073358070870112,1.0,0.7955599408775839,1.1921402985550733,Oblong
1.2585845303383867,1.0,1.2298675064727564,1.5519764695791713,Oblong
1.0074269708274246,1.0,0.986789525489314,1.449087151548176,Oblong
1.100508302828285,1.0,1.0805194171414438,1.4562061712133874,Oblong
1.2375915449861952,1.0,1.2106796516298295,1.542088412679669,Oblong
1.0536857576611793,1.0,1.0361230019249439,1.5109988578205142,Oblong
0.8046947990010537,1.0,0.7936147798690799,1.2084797836238481,Oblong
1.0961806910418002,1.0,1.0590052488137114,1.4421675137820291,Oblong
1.1789192201002083,1.0,1.1564616709081585,1.5351074543452354,Oblong
1.1713675505756929,1.0,1.143215247489816,1.5827285975529937,Oblong
1.2079067178910137,1.0,1.1802000996710538,1.4938058545204846,Oblong
1.2715526464937488,1.0,1.2508980333451791,1.5959658245289505,Oblong
1.0261313657504254,1.0,1.0153521697430803,1.4410756167129564,Oblong
1.1387981846526476,1.0,1.117432136077066,1.5551936740537822,Oblong
0.41382926427505884,1.0,0.4038451237462554,0.6658840497782649,Oblong
0.9912418838967231,1.0,0.978078266966884,1.4083743781219482,Oblong
1.0115251367864775,1.0,0.9980353360850566,1.4549699609512665,Oblong
1.1529678508548264,1.0,1.1264900063951677,1.5147525689225585,Oblong
1.1557054267522417,1.0,1.1282974280909897,1.6046223710715604,Oblong
1.0308581189654602,1.0,1.0157574153982412,1.4167151421117394,Oblong
1.2267249370613482,1.0,1.2031533726825119,1.517351533925519,Oblong
0.9428815662263444,1.0,0.9305759577706255,1.383276343905855,Oblong
1.0316723641282568,1.0,1.0154814189598869,1.463031548464746,Oblong
0.8324076273970261,1.0,0.8134861446285224,1.146441800764895,Oblong
1.1883533368259305,1.0,1.171661049025495,1.582206833781287,Oblong
0.828472990162736,1.0,0.8141779971455495,1.1645869304607044,Oblong
0.7967861654398192,1.0,0.7802862131819461,1.1513227474593952,Oblong
0.6165045452760094,1.0,0.6089339763175151,0.9637842806697069,Oblong
0.8109928018837007,1.0,0.7991692422394501,1.2217910116534614,Oblong
0.7639175963504964,1.0,0.743968753702599,1.1322374583329138,Oblong
1.238793289232347,1.0,1.2222937558005709,1.72611339114168,Oblong
1.0946045226206027,1.0,1.0783139576657097,1.4876935217409377,Oblong
0.9874294430892354,1.0,0.9699663914019531,1.456929739625459,Oblong
0.6495103749909905,1.0,0.6382962940650166,0.9843771901683411,Oblong
1.0412413923608224,1.0,1.028445719230133,1.4323472142985942,Oblong
1.1481432802878684,1.0,1.1356778802428027,1.5456260302023468,Oblong
0.9221535668658662,1.0,0.9018928532345621,1.3629855619176081,Oblong
1.2679260487170825,1.0,1.2460492690945029,1.5962583314970948,Oblong
1.24922752103197,1.0,1.2255128015169452,1.569754969713171,Oblong
1.1745672611176114,1.0,1.151714435621772,1.5541656412522433,Oblong
1.1905807420316692,1.0,1.1601493647522718,1.6038929321236297,Oblong
1.1241903335931942,1.0,1.105217929937959,1.4961098625315095,Oblong
1.22503554126919,1.0,1.2051321871584206,1.648178063835422,Oblong
1.1486499562817876,1.0,1.1240609867353477,1.4501720476797633,Oblong
0.7907231408484227,1.0,0.7782399091967593,1.1793602989375098,Oblong
0.7745375586488193,1.0,0.7639925397393154,1.201302333602574,Oblong
1.2013052258494497,1.0,1.1781815746524598,1.55697849156576,Oblong
0.7981400251194005,1.0,0.7849302720652619,1.1674896288817256,Oblong
1.223020061310202,1.0,1.20819082088597,1.6315142720475249,Oblong
1.1154942163961628,1.0,1.103147817813044,1.5322943698569644,Oblong
1.135545721825175,1.0,1.1156242657227757,1.5386392371285114,Oblong
1.1139847801041496,1.0,1.0915998518047423,1.5123218493572124,Oblong
1.0394776404159016,1.0,1.0148501603193913,1.4784800743370983,Oblong
1.1297368266812509,1.0,1.1075784071072128,1.5220951390537574,Oblong
0.792525590155251,1.0,0.770421520950894,1.1331519743181877,Oblong
1.5713694354824879,1.0,1.517037384630422,1.7924900150891665,Oblong
1.186699027028246,1.0,1.1640105626629198,1.5036851032835181,Oblong
0.8778368851829583,1.0,0.8660138498308632,1.2667944819606276,Oblong
1.0864132353265468,1.0,1.0635704574173674,1.4613978587458396,Oblong
1.1077819592865057,1.0,1.0876775694113294,1.6132177356197035,Oblong
1.0141743198005078,1.0,0.9984289279911583,1.4194136238940744,Oblong
1.055919944419345,1.0,1.037755622512378,1.4394751653053333,Oblong
1.0744976070770644,1.0,1.0526545365655589,1.5177821180114515,Oblong
1.066835402078551,1.0,1.0487866088104767,1.5085514586929631,Oblong
1.1709158689868038,1.0,1.1541362438482554,1.6462610547898147,Oblong
1.0452893917035084,1.0,1.0370974700512265,1.5176395801733171,Oblong
1.0753158889899073,1.0,1.05655753492346,1.4880195957734101,Oblong
1.1162354995846355,1.0,1.10192519159319,1.4795344862635917,Oblong
1.2006493531836495,1.0,1.1802422426325734,1.5238196835837325,Oblong
1.213392353432659,1.0,1.2004706635621956,1.5869463073060912,Oblong
1.0107949177473854,1.0,0.9820640318422343,1.4180458796463253,Oblong
0.752795766269148,1.0,0.7420032029557252,1.1624488827492563,Oblong
0.6899970289627654,1.0,0.6875277559451816,1.080346415716097,Oblong
1.1655974026815756,1.0,1.1515765735527699,1.547586211429011,Oblong
0.9465571390597985,1.0,0.9446950600309713,1.3973303089651619,Oblong
1.077200892593158,1.0,1.0641892159381814,1.4802021398933631,Oblong
1.118964570715755,1.0,1.0954947093930514,1.5174632649847815,Oblong
1.0802698763913363,1.0,1.0682940126123195,1.4831290043192487,Oblong
1.1001707285139666,1.0,1.0931549881986704,1.540745668237207,Oblong
1.0899460152630136,1.0,1.0748266128020845,1.566009704314935,Oblong
1.095350286934834,1.0,1.0728361787720468,1.4479173648655599,Oblong
1.132023294726397,1.0,1.1168162574949914,1.6069237190071313,Oblong
1.1526587722478192,1.0,1.143562787327428,1.6495055378620171,Oblong
1.0685934875190113,1.0,1.0509467299367588,1.4681430759244007,Oblong
1.1477605209245811,1.0,1.1327362938435455,1.4937998888597444,Oblong
1.2150012861127215,1.0,1.1964856906110335,1.6719616222375948,Oblong
1.2437754888447123,1.0,1.221440198776461,1.6006804460832857,Oblong
1.126682616601362,1.0,1.1029563129297815,1.5067791768693195,Oblong
1.0043527793791402,1.0,0.995824340177036,1.4095055884570467,Oblong
1.0185257765433808,1.0,1.003874045636152,1.4553230720570933,Oblong
1.097663648881901,1.0,1.079479577368802,1.5071393340471129,Oblong
1.3991059934563321,1.0,1.3766760481148799,1.799674769938572,Oblong
1.4416815395327713,1.0,1.3972885723823798,1.7786362869365313,Oblong
1.0464539735073277,1.0,1.0351251543748445,1.5168814821018188,Oblong
1.1307697955813274,1.0,1.111010601507,1.5909860354778642,Oblong
1.0270449016629195,1.0,1.014289743834431,1.4200367314535514,Oblong
1.1001633986633157,1.0,1.0732685451712767,1.451263921584321,Oblong
1.0903531917636118,1.0,1.0789188971860475,1.5485012570789134,Oblong
1.4261316062110585,1.0,1.391641615426396,1.7134356689874979,Oblong
0.9786527638355548,1.0,0.9676531524029102,1.3910092983591544,Oblong
0.9934978216918763,1.0,0.9739973378636064,1.375999597120306,Oblong
1.0700374527190897,1.0,1.0508349210634327,1.4445384488978783,Oblong
1.105820162689951,1.0,1.0947654188622464,1.5016601407709742,Oblong
1.1302803950227878,1.0,1.111197950501281,1.469336798406275,Oblong
1.109467690149942,1.0,1.1059091834962902,1.562037601379818,Oblong
0.9560258938388609,1.0,0.948992383883825,1.3201791058305499,Oblong
1.0646955579721753,1.0,1.0465717332658682,1.3978746585168151,Oblong
1.0932989954648302,1.0,1.0708762733171142,1.5391481007149617,Oblong
1.1029469472346263,1.0,1.0818815010194887,1.4591413480016615,Oblong
0.6553233870588474,1.0,0.6442731366397217,1.0187974812135228,Oblong
1.0465561001598207,1.0,1.03997940327104,1.5016547756705663,Oblong
0.9168720704072016,1.0,0.9078199017698463,1.3284100328039585,Oblong
1.0384548940366582,1.0,1.022127176689458,1.4688238556876732,Oblong
1.122578364468817,1.0,1.1082856218662496,1.5502110481453069,Oblong
1.1143937673966962,1.0,1.0882800580148608,1.4923927399100356,Oblong
1.1272642420970713,1.0,1.1070440835803987,1.4778088732148318,Oblong
1.2175987765027065,1.0,1.1954788747709393,1.534631569751649,Oblong
0.9828423955010932,1.0,0.9701194887444958,1.4051521108959768,Oblong
1.1013445480613584,1.0,1.072117226461849,1.5260306466996176,Oblong
1.0179295550224083,1.0,1.0024603214431143,1.4489295427226814,Oblong
1.13153146039044,1.0,1.0848182537587998,1.4181413528683813,Oblong
1.0387005361925767,1.0,1.0198141492070951,1.466318540356189,Oblong
1.2665238722964405,1.0,1.2327783487072979,1.5849104484267187,Oblong
1.1624022748099732,1.0,1.1356824544816215,1.5099546370757766,Oblong
1.201814829500261,1.0,1.1837150423199583,1.6099711668190526,Oblong
1.129425824135408,1.0,1.1142992436414918,1.5103175300924896,Oblong
1.012963956430753,1.0,0.9983477974028555,1.3878992769199756,Oblong
0.8104334211043109,1.0,0.7888355671568478,1.1940686872529822,Oblong
1.200692442666373,1.0,1.1822652372043991,1.551444134734471,Oblong
1.066060555235937,1.0,1.0492645075585918,1.4923364712387843,Oblong
1.1997707649349942,1.0,1.1622977917638717,1.5260985611880118,Oblong
1.0417029494606485,1.0,1.0207908135923134,1.477849400516348,Oblong
0.788293964473567,1.0,0.770180173666076,1.1492905901774464,Oblong
1.1743398729916792,1.0,1.1526264241795114,1.4782725281626565,Oblong
1.1240832754837744,1.0,1.0999996426999008,1.5345111805333769,Oblong
1.031447261233483,1.0,1.0163171255698216,1.423419978343261,Oblong
1.03493705703802,1.0,1.0190428023842135,1.4699365327075575,Oblong
1.0300400835333767,1.0,1.0272150159189484,1.487057856945176,Oblong
1.1576438386026977,1.0,1.1459614981043866,1.563466094193171,Oblong
1.2423777155169509,1.0,1.2166977818017708,1.5809171906474242,Oblong
0.963850308827373,1.0,0.9511659978537226,1.3743079209296045,Oblong
1.1922401790575292,1.0,1.1815910665048726,1.5773330684354128,Oblong
1.1215003908428185,1.0,1.1076590998035118,1.514886494244446,Oblong
1.0197534501887193,1.0,1.0142803856394125,1.3374031875248584,Oblong
1.097234240624093,1.0,1.0690977122603196,1.4603975566924132,Oblong
1.092934156062892,1.0,1.0706881802228532,1.4540675777966572,Oblong
1.1193042846288235,1.0,1.107287116364275,1.556414804223685,Oblong
1.0101123993590613,1.0,0.9968264692802964,1.4132202186008171,Oblong
1.0780211419302448,1.0,1.0572129361045257,1.4090917637536282,Oblong
1.1180923496666049,1.0,1.0982631260694353,1.4846044804530887,Oblong
1.0786278403030223,1.0,1.0524588988368744,1.5060046874639452,Oblong
1.2493676506113032,1.0,1.220250085337266,1.6455161221086068,Oblong
1.0225809278667894,1.0,0.9981559905118766,1.3925264585121917,Oblong
0.9848547632172765,1.0,0.9646143059295594,1.3545421180157822,Oblong
1.0842631381800414,1.0,1.0718236339378406,1.5552873525940971,Oblong
0.9958630627203585,1.0,0.9818634865904927,1.4023166534837481,Oblong
1.202236698160065,1.0,1.1882301279780065,1.6154812273689074,Oblong
1.2225063914044634,1.0,1.2000537437886876,1.5547564024301828,Oblong
0.9671632328302334,1.0,0.9485153468628927,1.3344582993733303,Oblong
1.1081343862887147,1.0,1.0877749780498456,1.5548556710420252,Oblong
0.5969881585757176,1.0,0.5883923630567464,0.9463184727842601,Oblong
1.1026801069152083,1.0,1.0816531637628235,1.5304819769194893,Oblong
0.99098500194411,1.0,0.9732368168005567,1.3966390462494225,Oblong
1.0231211526312491,1.0,1.0074607828137525,1.4388085311461323,Oblong
1.2357884379829052,1.0,1.1981873178162754,1.54639920872911,Oblong
1.0625665502886108,1.0,1.0422712846356272,1.4185242184141125,Oblong
1.168488262517969,1.0,1.1445438974291624,1.5844786183728072,Oblong
1.0525741286179409,1.0,1.026418859046851,1.4875885115420762,Oblong
0.9117127512296479,1.0,0.8936936447691826,1.3228654687698922,Oblong
1.2520208893965188,1.0,1.2283242448961709,1.6328619147891255,Oblong
